"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099240","CC","GO:0099240","intrinsic component of synaptic membrane","11/680","122/22838",0.00106128083232703,0.00890832698650265,0.00616118377937861,"Cadm3/Ptprs/Nrcam/Nrxn1/Epha4/Adgrl2/Slc6a6/Nlgn3/Cadm1/Gphn/Nrg1",11
"GO:0000922","CC","GO:0000922","spindle pole","12/680","142/22838",0.00113266625194139,0.00936562841157506,0.00647746293333331,"Cul3/Git1/Smc6/Nin/Birc6/Wdr73/Nsfl1c/Kntc1/Dctn1/Tubgcp5/Aspm/Dync2i1",12
"GO:0000775","CC","GO:0000775","chromosome, centromeric region","15/680","203/22838",0.00116676437456824,0.00950569799280592,0.00657433796196344,"Zfp276/Apc/Cbx5/Kansl1/Ppp1r12a/Smc6/Meaf6/Kntc1/Ezh2/Cbx3/Atrx/Dctn1/Kmt5b/Mis18bp1/Clasp1",15
"GO:0045211","CC","GO:0045211","postsynaptic membrane","18/680","271/22838",0.00135385403352497,0.010870074414099,0.00751796900386099,"Ptprs/Atad1/Nrcam/Scrib/Epha4/Nbea/Adgrl2/Slc6a6/Nlgn3/Cadm1/Ank2/Apbb1/Usp48/Gphn/Tenm2/Nrg1/Ctnna2/Synj2bp",18
"GO:0031300","CC","GO:0031300","intrinsic component of organelle membrane","22/680","363/22838",0.00139541810302475,0.0110437375582245,0.00763807803760917,"Ergic3/Ptprs/Atp6v0a1/Rtn4/Ktn1/Slc22a17/Spire1/Yif1a/Asph/Pex11a/Arl6ip1/Tecr/Slc37a4/Atp2c1/Pcsk7/Acer2/Pex2/Elovl6/Sun2/Immt/Chchd3/Synj2bp",22
"GO:0000779","CC","GO:0000779","condensed chromosome, centromeric region","12/680","146/22838",0.0014395843836625,0.0112328133598455,0.00776884678507267,"Zfp276/Apc/Cbx5/Kansl1/Ppp1r12a/Meaf6/Kntc1/Cbx3/Atrx/Dctn1/Kmt5b/Clasp1",12
"GO:0099056","CC","GO:0099056","integral component of presynaptic membrane","6/680","44/22838",0.00183581883316832,0.0141256060218785,0.0097695622115975,"Cadm3/Ptprs/Nrxn1/Epha4/Cadm1/Nrg1",6
"GO:0099699","CC","GO:0099699","integral component of synaptic membrane","10/680","112/22838",0.00190068103408506,0.014424346477851,0.00997617730940103,"Cadm3/Ptprs/Nrcam/Nrxn1/Epha4/Adgrl2/Slc6a6/Nlgn3/Cadm1/Nrg1",10
"GO:0030027","CC","GO:0030027","lamellipodium","13/680","174/22838",0.00219786863134605,0.0164543138076447,0.0113801448337121,"Stxbp2/Apc/Evl/Ptk2/App/Ablim1/Abi2/Cyfip1/Ptprm/Apbb1/Srcin1/Ctnna2/Phactr4",13
"GO:0000793","CC","GO:0000793","condensed chromosome","18/680","286/22838",0.00244480357133507,0.0180589490469284,0.0124899438591715,"Rpa1/Zfp276/Apc/Cbx5/Kansl1/Ppp1r12a/Smc6/Add3/Rad51/Meaf6/Kntc1/Cbx3/Atrx/Dctn1/Rif1/Sun2/Kmt5b/Clasp1",18
"GO:0000123","CC","GO:0000123","histone acetyltransferase complex","8/680","80/22838",0.00260943911130094,0.0189879615168246,0.0131324681590807,"Taf6l/Brd8/Kansl1/Meaf6/Phf14/Ing3/Zzz3/Phf20l1",8
"GO:0099569","CC","GO:0099569","presynaptic cytoskeleton","3/680","10/22838",0.00269663347409219,0.0189879615168246,0.0131324681590807,"Septin3/Erc1/Erc2",3
"GO:0120103","CC","GO:0120103","centriolar subdistal appendage","3/680","10/22838",0.00269663347409219,0.0189879615168246,0.0131324681590807,"Nin/Dctn1/Cep170",3
"GO:0045177","CC","GO:0045177","apical part of cell","26/680","481/22838",0.00271430665085766,0.0189879615168246,0.0131324681590807,"Tchp/Stxbp2/Nin/Numb/Slc4a7/Dab2/Mtdh/Atp6v1c1/Plec/Scrib/Ptk2/Cldnd1/App/Fn1/Vangl2/Rab14/Dab1/Prom1/Abcg2/Slc6a6/Pcm1/Aspm/Exoc1/Ap2a1/Nrg1/Afdn",26
"GO:1902562","CC","GO:1902562","H4 histone acetyltransferase complex","5/680","33/22838",0.00274194390134652,0.0189879615168246,0.0131324681590807,"Brd8/Kansl1/Meaf6/Ing3/Phf20l1",5
"GO:0030139","CC","GO:0030139","endocytic vesicle","14/680","201/22838",0.00289789089087248,0.0198201426363377,0.0137080218879478,"Epn2/Stxbp2/Evl/Nrxn1/Flnb/Vim/Stxbp1/Rab14/Nlgn3/Rab11fip3/Kif16b/Rapgef1/Ap2a1/Ehd2",14
"GO:0019005","CC","GO:0019005","SCF ubiquitin ligase complex","7/680","65/22838",0.00313623231307771,0.020939409733792,0.0144821302357976,"Fbxo7/Arih1/Fbxw7/Cul5/Fbxo25/Fbxo31/Fbxl12",7
"GO:1990752","CC","GO:1990752","microtubule end","5/680","34/22838",0.00313713178322155,0.020939409733792,0.0144821302357976,"Camsap1/Dctn1/Aspm/Camsap3/Clip1",5
"GO:0000792","CC","GO:0000792","heterochromatin","9/680","101/22838",0.00319439505975654,0.0210677959893467,0.0145709248339772,"Cbx5/Sirt2/Ube2a/Top2b/Sirt1/Ezh2/Cbx3/Atrx/Rrp1b",9
"GO:0098685","CC","GO:0098685","Schaffer collateral - CA1 synapse","8/680","83/22838",0.00328607734784955,0.0214174923612782,0.014812782100523,"Ptprs/Fyn/Nrxn1/Epha4/Apba2/Cask/Cadm1/Apbb1",8
"GO:0019867","CC","GO:0019867","outer membrane","14/680","205/22838",0.00346075115615339,0.022037426902402,0.015241541691952,"Tafazzin/Atad1/Plec/Qtrt2/Spire1/Gk/Epha4/Nucb2/Armcx2/Vps13c/Sh3glb1/Letmd1/Opa1/Synj2bp",14
"GO:0031968","CC","GO:0031968","organelle outer membrane","14/680","205/22838",0.00346075115615339,0.022037426902402,0.015241541691952,"Tafazzin/Atad1/Plec/Qtrt2/Spire1/Gk/Epha4/Nucb2/Armcx2/Vps13c/Sh3glb1/Letmd1/Opa1/Synj2bp",14
"GO:0099055","CC","GO:0099055","integral component of postsynaptic membrane","8/680","84/22838",0.00353951112642243,0.022282831409523,0.0154112685408823,"Ptprs/Nrcam/Epha4/Adgrl2/Slc6a6/Nlgn3/Cadm1/Nrg1",8
"GO:0005741","CC","GO:0005741","mitochondrial outer membrane","13/680","186/22838",0.00390899664942851,0.0241964173647763,0.016734744291808,"Tafazzin/Atad1/Plec/Qtrt2/Spire1/Gk/Epha4/Armcx2/Vps13c/Sh3glb1/Letmd1/Opa1/Synj2bp",13
"GO:0098889","CC","GO:0098889","intrinsic component of presynaptic membrane","6/680","51/22838",0.00393082592568568,0.0241964173647763,0.016734744291808,"Cadm3/Ptprs/Nrxn1/Epha4/Cadm1/Nrg1",6
"GO:0098982","CC","GO:0098982","GABA-ergic synapse","7/680","69/22838",0.00439019237997684,0.0264617378058133,0.0183014869111078,"Nrxn1/Slc6a6/Erc1/Erc2/Gphn/Plcb1/Nrg1",7
"GO:0045120","CC","GO:0045120","pronucleus","4/680","23/22838",0.00439436801107369,0.0264617378058133,0.0183014869111078,"Tbp/Hnrnpl/Ezh2/Rif1",4
"GO:0098936","CC","GO:0098936","intrinsic component of postsynaptic membrane","8/680","88/22838",0.00470771252267523,0.0275766283026262,0.0190725683111456,"Ptprs/Nrcam/Epha4/Adgrl2/Slc6a6/Nlgn3/Cadm1/Nrg1",8
"GO:0000812","CC","GO:0000812","Swr1 complex","3/680","12/22838",0.00472884420351894,0.0275766283026262,0.0190725683111456,"Brd8/Ing3/Srcap",3
"GO:0044294","CC","GO:0044294","dendritic growth cone","3/680","12/22838",0.00472884420351894,0.0275766283026262,0.0190725683111456,"Rtn4/Cyfip1/Taok2",3
"GO:0000242","CC","GO:0000242","pericentriolar material","4/680","24/22838",0.00515077991374671,0.0297242924189133,0.0205579373750417,"Nin/Pcm1/Bbs9/Dync2i1",4
"GO:0005884","CC","GO:0005884","actin filament","10/680","129/22838",0.00528152825139455,0.0301646046522947,0.0208624664515205,"Pls3/Fyn/Pdlim7/Dmtn/Mark2/Abi2/Src/Flna/Tpm1/Myo5a",10
"GO:0031248","CC","GO:0031248","protein acetyltransferase complex","8/680","91/22838",0.00576232769169568,0.031923295411994,0.0220788134713392,"Taf6l/Brd8/Kansl1/Meaf6/Phf14/Ing3/Zzz3/Phf20l1",8
"GO:0031594","CC","GO:0031594","neuromuscular junction","8/680","91/22838",0.00576232769169568,0.031923295411994,0.0220788134713392,"Pls3/App/Epha4/Fchsd2/Apbb1/Dlgap4/Nrg1/Synj2bp",8
"GO:1902493","CC","GO:1902493","acetyltransferase complex","8/680","91/22838",0.00576232769169568,0.031923295411994,0.0220788134713392,"Taf6l/Brd8/Kansl1/Meaf6/Phf14/Ing3/Zzz3/Phf20l1",8
"GO:0097346","CC","GO:0097346","INO80-type complex","4/680","25/22838",0.00598963558890235,0.0322187904357503,0.0222831839608837,"Brd8/Ing3/Srcap/Gon4l",4
"GO:0016591","CC","GO:0016591","RNA polymerase II, holoenzyme","7/680","73/22838",0.00599013612794635,0.0322187904357503,0.0222831839608837,"Taf6l/Tbp/Gtf2h2/Rtf1/Rprd1b/Rprd2/Pex2",7
"GO:0048786","CC","GO:0048786","presynaptic active zone","7/680","73/22838",0.00599013612794635,0.0322187904357503,0.0222831839608837,"App/Nrxn1/Stxbp1/Erc1/Erc2/Nrg1/Ctnna2",7
"GO:0031965","CC","GO:0031965","nuclear membrane","15/680","242/22838",0.00619468205493002,0.032998594792608,0.0228225128339527,"Mcm3ap/Apc/Nsmf/Tmpo/Sirt1/Nrxn1/Tor1aip1/Maco1/Nucb2/Pcm1/Rif1/Nudt1/Cuedc2/Sun2/Dpy19l1",15
"GO:0036064","CC","GO:0036064","ciliary basal body","12/680","179/22838",0.00752590700778506,0.0397081188791707,0.0274629589056016,"Ptk2/Cep20/Erc1/Pcm1/Dctn1/Daam1/2700049A03Rik/Bbs9/Camsap3/Ccdc66/Bbs5/Wdr35",12
"GO:0005769","CC","GO:0005769","early endosome","18/680","320/22838",0.00776652738126254,0.0399348273977836,0.0276197552209638,"Numb/Mgrn1/Atp13a3/App/Epha4/Rab14/Gripap1/Trak1/Ephb1/Zfyve9/Myo5a/Mon2/Rubcn/Sh3glb1/Kif16b/Rapgef1/Sort1/Ehd2",18
"GO:0055037","CC","GO:0055037","recycling endosome","11/680","158/22838",0.00783428778896913,0.0399348273977836,0.0276197552209638,"Atp13a3/App/Rab14/Gnas/Fchsd2/Gripap1/Ap1g1/Myo5a/Rab11fip3/Ehd2/Scamp4",11
"GO:0030119","CC","GO:0030119","AP-type membrane coat adaptor complex","5/680","42/22838",0.00789427855367711,0.0399348273977836,0.0276197552209638,"Ap1b1/Ap1g1/Ap1g2/Aftph/Ap2a1",5
"GO:0005721","CC","GO:0005721","pericentric heterochromatin","4/680","27/22838",0.00792929785876571,0.0399348273977836,0.0276197552209638,"Cbx5/Ezh2/Cbx3/Atrx",4
"GO:0060077","CC","GO:0060077","inhibitory synapse","4/680","27/22838",0.00792929785876571,0.0399348273977836,0.0276197552209638,"Nrxn1/Nlgn3/Gphn/Dtnb",4
"GO:0032153","CC","GO:0032153","cell division site","6/680","59/22838",0.00805762820401074,0.0402155497749725,0.0278139086416303,"Septin1/Septin3/Spire1/Wdr73/Tubgcp5/Rab11fip3",6
"GO:0045178","CC","GO:0045178","basal part of cell","17/680","299/22838",0.00860039914485389,0.0425412600557951,0.0294224181271317,"Numb/Slc4a7/Plec/Scrib/Ptk2/Mark2/Vangl2/Slc6a6/Cask/Cadm1/Ank2/Pkd1/Phldb2/Ap2a1/Ctnna2/Clasp1/Synj2bp",17
"GO:0071004","CC","GO:0071004","U2-type prespliceosome","3/680","15/22838",0.00915157246718868,0.0444734311124783,0.0307587477198216,"Prpf40b/Sf3b1/Snrnp70",3
"GO:0071010","CC","GO:0071010","prespliceosome","3/680","15/22838",0.00915157246718868,0.0444734311124783,0.0307587477198216,"Prpf40b/Sf3b1/Snrnp70",3
"GO:0060076","CC","GO:0060076","excitatory synapse","6/680","63/22838",0.0110028984282755,0.0517267221749481,0.0357752743144236,"Cadm3/Cyfip1/Nlgn3/Ptprf/Ctnna2/Afdn",6
"GO:0033270","CC","GO:0033270","paranode region of axon","3/680","16/22838",0.0110176050841947,0.0517267221749481,0.0357752743144236,"Sirt2/Epb41l3/Sptan1",3
"GO:0043196","CC","GO:0043196","varicosity","3/680","16/22838",0.0110176050841947,0.0517267221749481,0.0357752743144236,"Bin1/Dnm1/Cadm1",3
"GO:0072687","CC","GO:0072687","meiotic spindle","3/680","16/22838",0.0110176050841947,0.0517267221749481,0.0357752743144236,"Septin1/Sirt2/Aspm",3
"GO:0034708","CC","GO:0034708","methyltransferase complex","8/680","102/22838",0.0112153981838268,0.0522128621331096,0.0361114987962225,"Kmt2a/Mettl1/Ezh1/Cbx5/Kansl1/Sirt1/Ezh2/Prmt1",8
"GO:0000791","CC","GO:0000791","euchromatin","5/680","46/22838",0.0115467750338417,0.053307611406236,0.036868650108056,"Nsmf/Tbp/Sirt1/Cbx3/Rrp1b",5
"GO:0000151","CC","GO:0000151","ubiquitin ligase complex","18/680","335/22838",0.0120612611584114,0.0552226337335529,0.0381931192837037,"Fbxo7/Cul3/Ube2a/Cdc27/Arih1/Fbxw7/Ccnc/Cul5/Nedd4/Zswim6/Fbxo25/Wdr26/Cop1/Traf7/Fbxo31/Rnf14/Klhl24/Fbxl12",18
"GO:0035098","CC","GO:0035098","ESC/E(Z) complex","3/680","17/22838",0.013086951319211,0.0589444799255521,0.0407672253332718,"Ezh1/Sirt1/Ezh2",3
"GO:0098831","CC","GO:0098831","presynaptic active zone cytoplasmic component","3/680","17/22838",0.013086951319211,0.0589444799255521,0.0407672253332718,"Erc1/Erc2/Ctnna2",3
"GO:0030496","CC","GO:0030496","midbody","11/680","171/22838",0.0136556177325474,0.0610097759986394,0.0421956269494675,"Septin1/Celf2/Sirt2/Wiz/Birc6/Arl2bp/Usp3/Aspm/Sh3glb1/Rab11fip3/Ccdc66",11
"GO:0030132","CC","GO:0030132","clathrin coat of coated pit","3/680","18/22838",0.0153626367302489,0.0680872059884629,0.0470905243773523,"Dab2/Clta/Ap2a1",3
"GO:0045335","CC","GO:0045335","phagocytic vesicle","8/680","109/22838",0.0162509832472749,0.0714527358650022,0.0494181946700756,"Stxbp2/Evl/Flnb/Vim/Stxbp1/Rab14/Kif16b/Rapgef1",8
"GO:0001726","CC","GO:0001726","ruffle","10/680","153/22838",0.0164639870747086,0.0718192821999099,0.0496717057206293,"Apc/Pdlim7/Arf4/Arhgap1/Gnas/Src/Macf1/Sh2b1/Tpm1/Myo5a",10
"GO:0016363","CC","GO:0016363","nuclear matrix","7/680","89/22838",0.0169173831649375,0.073220549010745,0.0506408509213589,"Nsmf/Tcerg1/Sorbs1/Sf3b1/Ncor2/Cask/Fign",7
"GO:0090734","CC","GO:0090734","site of DNA damage","7/680","91/22838",0.0188999372165758,0.0807364961791181,0.0558390359285559,"Rpa1/Cbx5/Smc6/Rad51/Cbx3/Cul5/Rif1",7
"GO:0030173","CC","GO:0030173","integral component of Golgi membrane","5/680","52/22838",0.0189453871900458,0.0807364961791181,0.0558390359285559,"Ergic3/Yif1a/Atp2c1/Pcsk7/Acer2",5
"GO:0000145","CC","GO:0000145","exocyst","3/680","20/22838",0.0205409110540587,0.0855260207115062,0.0591515704711918,"Exoc7/Exoc3/Exoc1",3
"GO:0043194","CC","GO:0043194","axon initial segment","3/680","20/22838",0.0205409110540587,0.0855260207115062,0.0591515704711918,"Nav1/Nrcam/Bin1",3
"GO:0044292","CC","GO:0044292","dendrite terminus","3/680","20/22838",0.0205409110540587,0.0855260207115062,0.0591515704711918,"Rtn4/Cyfip1/Taok2",3
"GO:0000776","CC","GO:0000776","kinetochore","9/680","136/22838",0.020686799233469,0.0855260207115062,0.0591515704711918,"Zfp276/Apc/Cbx5/Kansl1/Ppp1r12a/Meaf6/Kntc1/Dctn1/Clasp1",9
"GO:0031228","CC","GO:0031228","intrinsic component of Golgi membrane","5/680","54/22838",0.0219724974210757,0.0901686190464886,0.0623624878071857,"Ergic3/Yif1a/Atp2c1/Pcsk7/Acer2",5
"GO:0032838","CC","GO:0032838","plasma membrane bounded cell projection cytoplasm","11/680","184/22838",0.0222768119757809,0.0907452487836955,0.0627612968977108,"Tulp3/Zc3h14/Arl13b/Atg16l1/Dync1i2/Map4/Map2k4/Dync2i1/Camsap3/Bbs5/Wdr35",11
"GO:0035097","CC","GO:0035097","histone methyltransferase complex","6/680","74/22838",0.0228681444826884,0.0924741025066376,0.0639570080038307,"Kmt2a/Ezh1/Cbx5/Kansl1/Sirt1/Ezh2",6
"GO:0012507","CC","GO:0012507","ER to Golgi transport vesicle membrane","3/680","21/22838",0.0234455197424187,0.0935172147215464,0.0646784460548031,"Vti1a/Sec23b/Sec24c",3
"GO:0019898","CC","GO:0019898","extrinsic component of membrane","16/680","309/22838",0.0234637054987273,0.0935172147215464,0.0646784460548031,"Apc/Fyn/Numb/Ptk2/Gnas/Src/Pik3c2a/Gripap1/Pik3r2/Vps13c/Fermt2/Opa1/Gphn/Ctnna2/Gng8/Ehd2",16
"GO:0097431","CC","GO:0097431","mitotic spindle pole","4/680","37/22838",0.02364497439886,0.0935665415497747,0.0647125615126696,"Git1/Smc6/Nin/Aspm",4
"GO:0055029","CC","GO:0055029","nuclear DNA-directed RNA polymerase complex","7/680","96/22838",0.024556337228708,0.0964837647142146,0.0667301735815583,"Taf6l/Tbp/Gtf2h2/Rtf1/Rprd1b/Rprd2/Pex2",7
"GO:0097014","CC","GO:0097014","ciliary plasm","9/680","141/22838",0.0254291106849836,0.0992093473202882,0.0686152430640033,"Tulp3/Arl13b/Atg16l1/Dync1i2/Map4/Dync2i1/Camsap3/Bbs5/Wdr35",9
"GO:0003779","MF","GO:0003779","actin binding","36/669","444/22360",7.19654852545912e-08,5.12394255012689e-05,4.39368225764873e-05,"Mprip/Pls3/Evl/Pdlim7/Dmtn/Mtss1/Plec/Ptk2/Epb41l3/Bin1/Spire1/Add3/Ablim1/Flnb/Macf1/Maco1/Add1/Cyfip1/Ophn1/Flna/Tmod2/Tpm1/Pxk/Daam1/Myo5a/Fmnl2/Fermt2/Limch1/Fbxo25/Camsap3/Phactr1/Sptan1/Gmfb/Ctnna2/Phactr4/Afdn",36
"GO:0030695","MF","GO:0030695","GTPase regulator activity","33/669","421/22360",5.4453483921862e-07,0.000129236268507886,0.000110817616402386,"Sipa1l2/Tsc2/Eif2b2/Evi5l/Git1/Gopc/Itsn2/Eif5/Depdc1b/Asap1/Rab3il1/Smap1/Ralgps2/Gapvd1/Arhgap1/Sec23b/Lamtor2/Dennd5b/Nucb2/Ophn1/Arl2bp/Arhgap39/Dennd5a/Arhgap21/Ralgps1/Rapgef1/Madd/Arhgef1/Arhgap11a/Plcb1/Asap2/Agap1/Elmod3",33
"GO:0060589","MF","GO:0060589","nucleoside-triphosphatase regulator activity","33/669","421/22360",5.4453483921862e-07,0.000129236268507886,0.000110817616402386,"Sipa1l2/Tsc2/Eif2b2/Evi5l/Git1/Gopc/Itsn2/Eif5/Depdc1b/Asap1/Rab3il1/Smap1/Ralgps2/Gapvd1/Arhgap1/Sec23b/Lamtor2/Dennd5b/Nucb2/Ophn1/Arl2bp/Arhgap39/Dennd5a/Arhgap21/Ralgps1/Rapgef1/Madd/Arhgef1/Arhgap11a/Plcb1/Asap2/Agap1/Elmod3",33
"GO:0030276","MF","GO:0030276","clathrin binding","11/669","65/22360",3.26412646402326e-06,0.000564755015840174,0.000484266571832201,"Epn2/Ap1b1/Tom1l1/Dab2/Smap1/Clta/Pik3c2a/Ap1g1/Ap1g2/Aftph/Ap2a1",11
"GO:0042393","MF","GO:0042393","histone binding","24/669","279/22360",3.96597623483268e-06,0.000564755015840174,0.000484266571832201,"Mcm3ap/Kmt2a/Ezh1/Cbx5/Sirt1/Dek/Gk/Smarcc2/Usp16/Mllt10/Tbl1xr1/Phf14/Ing3/Atrx/Hinfp/Usp3/Rsf1/Apbb1/L3mbtl3/Morc3/Ncapg2/Ing1/Srcap/Chd2",24
"GO:0005096","MF","GO:0005096","GTPase activator activity","30/669","405/22360",5.5488508940875e-06,0.000658463639431717,0.000564619915538728,"Sipa1l2/Tsc2/Eif2b2/Evi5l/Git1/Itsn2/Depdc1b/Asap1/Rab3il1/Smap1/Ralgps2/Gapvd1/Arhgap1/Sec23b/Lamtor2/Dennd5b/Nucb2/Ophn1/Arhgap39/Dennd5a/Arhgap21/Ralgps1/Rapgef1/Madd/Arhgef1/Arhgap11a/Plcb1/Asap2/Agap1/Elmod3",30
"GO:0051020","MF","GO:0051020","GTPase binding","25/669","313/22360",9.25361383435937e-06,0.000923638401355238,0.000792002177389175,"Tsc2/Evi5l/Git1/Bin1/Atg16l1/Abi2/Arhgap1/Clta/Kntc1/Erc1/Cyfip1/Flna/Ap1g1/Yipf2/Daam1/Myo5a/Dennd5a/Fmnl2/Wdr44/Rab11fip3/Mapkap1/Kif16b/Ipo8/Garre1/Afdn",25
"GO:0051015","MF","GO:0051015","actin filament binding","20/669","219/22360",1.03779595657892e-05,0.000923638401355238,0.000792002177389175,"Mprip/Pls3/Dmtn/Mtss1/Plec/Bin1/Add3/Ablim1/Macf1/Maco1/Add1/Flna/Tpm1/Myo5a/Fmnl2/Fermt2/Camsap3/Sptan1/Ctnna2/Afdn",20
"GO:0008017","MF","GO:0008017","microtubule binding","22/669","266/22360",1.83759481370276e-05,0.00145374167484041,0.00124655554613755,"Mast2/Apc/Nin/Sybu/Map4k4/Dnm1/Camsap1/Macf1/Maco1/Dctn1/Map4/Cep350/Tubgcp5/Haus6/Opa1/Kif16b/Dnm3/Camsap3/Ccdc66/Clip1/Kif1b/Clasp1",22
"GO:0003729","MF","GO:0003729","mRNA binding","25/669","335/22360",2.92028296796666e-05,0.00207924147319226,0.00178290960149543,"Celf2/Rbfox1/Rbm25/Hnrnpl/Cpeb4/Celf4/Tyms/Sf3b1/Fxr1/Fubp1/Eif4g3/G3bp2/Ybx3/Cstf2/Rbm5/Larp4b/Ythdc1/Dxo/Tardbp/Eif4g1/Snrnp70/Hnrnpr/Ssb/Zc3h11a/Samd4b",25
"GO:0031267","MF","GO:0031267","small GTPase binding","22/669","277/22360",3.42057554498639e-05,0.00221404526184574,0.00189850125941828,"Tsc2/Evi5l/Git1/Abi2/Arhgap1/Kntc1/Erc1/Cyfip1/Flna/Ap1g1/Yipf2/Daam1/Myo5a/Dennd5a/Fmnl2/Wdr44/Rab11fip3/Mapkap1/Kif16b/Ipo8/Garre1/Afdn",22
"GO:0051011","MF","GO:0051011","microtubule minus-end binding","5/669","14/22360",3.77776495986877e-05,0.00224147387618881,0.00192202076905604,"Nin/Camsap1/Macf1/Tubgcp5/Camsap3",5
"GO:0004842","MF","GO:0004842","ubiquitin-protein transferase activity","28/669","413/22360",5.54132611972329e-05,0.00303494169018691,0.00260240416958665,"Mkrn2/Cul3/Ube2a/Herc4/Obi1/Mgrn1/Cblb/Birc6/Nedd4l/Arih1/Ube3a/Rnf165/Trip12/Fbxw7/Ccnc/Rnf141/Aktip/Cul5/Nedd4/G2e3/Smurf1/Cnot4/Rnf146/Cop1/Ttc3/Rspry1/Traf7/Rnf14",28
"GO:0015631","MF","GO:0015631","tubulin binding","26/669","380/22360",8.71535052505958e-05,0.00435617926370634,0.00373533999549035,"Mast2/Apc/Git1/Sirt2/Fyn/Nin/Sybu/Map4k4/Dnm1/Camsap1/Gnas/Macf1/Maco1/Dctn1/Map4/Cep350/Tubgcp5/Haus6/Opa1/Kif16b/Dnm3/Camsap3/Ccdc66/Clip1/Kif1b/Clasp1",26
"GO:0050839","MF","GO:0050839","cell adhesion molecule binding","22/669","296/22360",9.17734395443751e-05,0.00435617926370634,0.00373533999549035,"Rtn4/Nrcam/Numb/Dab2/Ctnnd2/Ptk2/App/Nrxn1/Fn1/Src/Prom1/Nlgn3/Tenm3/Cadm1/Neo1/Ptprm/Ptprf/Fermt2/Tenm2/Nrg1/Ctnna2/Afdn",22
"GO:0140297","MF","GO:0140297","DNA-binding transcription factor binding","28/669","433/22360",0.00012437905165415,0.00553486779860968,0.00474604276048731,"Brd8/Mef2c/Cbx5/Tbp/Sirt2/Sirt1/Mta1/Mtdh/Sik1/Tcerg1/Tcf7l2/Trip12/Prrx1/Src/Zbtb49/Ncor2/Crtc3/Tcf12/Hdac11/Apbb1/Smarce1/Ncapg2/Tcf4/Lrif1/Gtf2i/Rnf14/Bbs5/Mta2",28
"GO:0019787","MF","GO:0019787","ubiquitin-like protein transferase activity","28/669","435/22360",0.000134370631152416,0.00562775819885412,0.00482569449339945,"Mkrn2/Cul3/Ube2a/Herc4/Obi1/Mgrn1/Cblb/Birc6/Nedd4l/Arih1/Ube3a/Rnf165/Trip12/Fbxw7/Ccnc/Rnf141/Aktip/Cul5/Nedd4/G2e3/Smurf1/Cnot4/Rnf146/Cop1/Ttc3/Rspry1/Traf7/Rnf14",28
"GO:0060090","MF","GO:0060090","molecular adaptor activity","25/669","379/22360",0.00020848918566192,0.0082469055661826,0.00707156302245107,"Septin1/Fbxo7/Cbx5/Itsn2/Spag9/Dab2/Septin3/Epb41l3/Tcof1/Vti1a/Sorbs1/Frmd4a/Abi2/Stx16/Lamtor2/Fbxw7/Sh2b1/Ap1g1/Ank2/Ap1g2/Sun2/Gphn/Chchd3/Ap2a1/Dlgap4",25
"GO:0030507","MF","GO:0030507","spectrin binding","6/669","33/22360",0.00038973453543243,0.0146047889067311,0.0125233257922886,"Dmtn/Camsap1/Add1/Ank2/Camsap3/Sptan1",6
"GO:0005200","MF","GO:0005200","structural constituent of cytoskeleton","8/669","64/22360",0.000622302179033613,0.0221539575735966,0.0189965928336577,"Pls3/Plec/Epb41l3/Add3/Tuba4a/Vim/Add1/Tpm1",8
"GO:0008022","MF","GO:0008022","protein C-terminus binding","17/669","232/22360",0.000654384624667527,0.0221867548934895,0.0190247159051211,"Rbfox1/Top2b/Gopc/Sirt1/Dab2/Fn1/Dnm1/Rad51/Src/Cask/Nedd4/Pxk/Tax1bp3/Atxn2/Tcf4/Ap2a1/Fign",17
"GO:0042054","MF","GO:0042054","histone methyltransferase activity","7/669","56/22360",0.00135103868065868,0.0428754869758015,0.0367649060407523,"Kmt2a/Ezh1/Ezh2/Kmt5b/Kmt5a/Setdb2/Prmt1",7
"GO:0035615","MF","GO:0035615","clathrin adaptor activity","4/669","17/22360",0.00138502275343179,0.0428754869758015,0.0367649060407523,"Dab2/Ap1g1/Ap1g2/Ap2a1",4
"GO:0018024","MF","GO:0018024","histone-lysine N-methyltransferase activity","6/669","43/22360",0.00166570389799607,0.0494158823072169,0.0423731693349879,"Kmt2a/Ezh1/Ezh2/Kmt5b/Kmt5a/Setdb2",6
"GO:0140312","MF","GO:0140312","cargo adaptor activity","4/669","18/22360",0.00173892499300902,0.0495245838008968,0.0424663787766412,"Dab2/Ap1g1/Ap1g2/Ap2a1",4
"GO:0098918","MF","GO:0098918","structural constituent of synapse","5/669","30/22360",0.00180941518228338,0.0495501388379142,0.0424882917297313,"Git1/Pls3/Erc1/Dnm3/Erc2",5
"GO:0051010","MF","GO:0051010","microtubule plus-end binding","4/669","20/22360",0.00262570282590461,0.0667678718587173,0.0572521668806269,"Apc/Dctn1/Clip1/Clasp1",4
"GO:0070064","MF","GO:0070064","proline-rich region binding","4/669","20/22360",0.00262570282590461,0.0667678718587173,0.0572521668806269,"Tcerg1/Abi2/Nedd4/Apbb1",4
